-10.5128,6.3107,6.73295,1
-6.11571,0.898917,4.29564,1
-1.76402,0.808624,4.51739,1
-1.51287,7.77241,6.09857,1
-8.75647,9.05135,0.594033,1
-9.49846,5.33772,3.15811,1
-5.22025,1.09154,7.72722,1
-4.31626,8.25809,6.96433,1
-6.99565,3.38098,1.25332,1
-9.52829,2.93973,1.30151,1
-0.624803,7.46313,0.923523,1
-11.0151,0.103366,0.0782029,1
-10.7315,0.484473,4.23109,1
-10.2955,6.67916,6.55573,1
-10.0025,6.03468,7.22923,1
-4.5485,5.26102,5.31209,1
-5.11548,7.29709,1.08818,1
-11.3751,7.07253,6.31766,1
-0.825583,7.81377,1.265,1
-3.25606,2.87977,1.34303,1
-3.1459,6.92532,0.985941,1
-11.2391,5.5667,1.42027,1
-1.67471,3.96521,1.68251,1
-0.787139,0.615907,1.96249,1
-0.18722,7.80176,3.1748,1
-1.69273,3.37584,3.16429,1
-2.57329,6.07866,2.17563,1
-5.83947,7.41254,2.51042,1
-9.86877,1.04813,8.92922,1
-7.21693,1.27888,7.03223,1
-10.3928,5.4954,5.55738,1
-11.6293,4.85229,1.84434,1
-0.7303,8.90476,2.12031,1
-8.38433,7.9896,0.773468,1
-8.45359,7.34341,9.138,1
-8.00476,0.513319,7.06715,1
-6.39518,0.728853,5.57789,1
-4.22162,0.885275,3.13429,1
-11.6973,7.98351,1.66204,1
-1.89352,9.43008,6.22497,1
-5.29161,6.83716,9.87935,1
-1.7508,1.32083,1.70432,1
-7.82545,7.22725,2.57792,1
-6.64768,1.10353,3.96799,1
-11.3491,1.17493,0.739948,1
-9.87471,6.40718,6.84096,1
-4.0463,3.28814,4.02388,1
-8.03005,6.53812,9.82835,1
-1.21817,7.49131,4.02184,1
-10.5821,5.83186,6.20672,1
-0.138985,7.40032,1.5437,1
-5.52021,2.34827,3.81345,1
-3.51699,7.34958,1.61134,1
-0.00610056,9.70599,7.58112,1
-8.54581,8.6693,8.71111,1
-7.02573,0.862345,3.50777,1
-6.42192,3.66437,6.85536,1
-2.83252,3.69199,2.94149,1
-2.18155,6.85028,5.30629,1
-10.7973,5.97942,8.32423,1
-9.8626,7.89364,5.9749,1
-7.68438,3.67653,3.35311,1
-11.3195,2.06028,2.99225,1
-5.73737,0.866665,4.52593,1
-7.96981,7.71934,4.22646,1
-9.89197,2.05675,3.59606,1
-9.49264,3.88272,5.58319,1
-1.13816,5.51779,7.42545,1
-3.89531,2.28953,4.24335,1
-6.37838,6.41941,4.29356,1
-1.05441,4.8448,1.24873,1
-10.7519,1.51846,0.24434,1
-3.05345,7.81932,2.90185,1
-3.16479,1.00606,3.17521,1
-5.25766,2.94066,6.5369,1
-9.78967,2.37373,9.56936,1
-4.83346,5.30872,9.35731,1
-8.40076,0.914987,4.57886,1
-10.3905,4.05315,2.40478,1
-9.44878,1.04846,7.63898,1
-1.2607,1.12284,7.59327,1
-11.1426,7.84428,7.40648,1
-9.09016,2.9157,7.43688,1
-11.3549,6.03533,1.0592,1
-6.69934,9.64423,6.8156,1
-11.8406,4.32485,4.63261,1
-1.2337,6.94752,2.12163,1
-9.6401,7.58099,0.985187,1
-10.8796,4.32642,8.23574,1
-8.3116,6.55498,1.7501,1
-6.52731,1.09755,1.6357,1
-10.78,9.3376,6.65987,1
-0.0553233,1.87461,8.94389,1
-8.01489,2.66179,5.16558,1
-8.43184,7.9783,7.02702,1
-11.2555,4.87604,1.5359,1
-8.42107,7.68958,9.53457,1
-11.4438,3.96007,5.40884,1
-5.93486,2.72939,6.79734,1
-2.86289,0.372346,0.36563,1
-13.9533,15.1537,1.43156,0
-12.2383,16.5753,5.59371,0
-16.3071,19.5092,0.0457962,0
-18.3353,17.2235,7.66682,0
-14.2931,14.0008,8.48709,0
-15.6505,18.3187,9.16821,0
-10.5426,11.3434,9.86968,0
-10.6365,10.6047,5.05133,0
-11.9779,10.8425,2.71422,0
-18.398,11.639,1.00751,0
-19.7413,13.2422,5.07849,0
-13.2819,13.0173,5.85609,0
-16.3902,10.1168,7.62887,0
-8.72708,15.3991,0.829626,0
-8.22916,10.9537,6.61596,0
-16.5606,11.4651,5.16979,0
-10.3902,16.3114,1.71048,0
-9.24666,18.5932,9.38558,0
-12.8297,19.7422,5.90483,0
-9.3918,15.7084,4.40635,0
-8.67522,19.9685,9.41919,0
-13.4101,15.5354,6.55914,0
-11.2594,15.1546,4.51946,0
-13.0789,13.3068,8.39697,0
-19.6897,14.3,5.32624,0
-14.6416,14.9181,5.53887,0
-12.2444,10.7104,6.80066,0
-13.7456,18.8774,3.6719,0
-15.5322,10.6463,2.39291,0
-8.75438,14.3618,5.78923,0
-10.0456,18.2663,8.66887,0
-9.81097,13.9453,4.06777,0
-15.5296,16.1347,1.12615,0
-12.8818,18.1864,4.43846,0
-9.52937,18.8624,3.00184,0
-8.79798,19.3111,4.01387,0
-11.9784,11.9078,8.33364,0
-17.5187,12.5858,4.03629,0
-12.1538,18.9787,3.90176,0
-19.1354,15.9336,3.60449,0
-15.1193,15.0384,1.40255,0
-11.9968,16.1281,2.6013,0
-8.79529,18.1942,0.868151,0
-10.2686,15.3189,4.29397,0
-14.1854,12.0208,2.57283,0
-10.919,14.5389,2.97555,0
-14.9954,14.2791,4.24858,0
-8.33857,19.6605,1.19207,0
-8.1443,16.2006,4.95067,0
-9.63023,16.9539,7.06407,0
-15.3334,17.2016,2.43573,0
-14.5431,13.469,7.8507,0
-17.0398,15.1699,0.740896,0
