-2.37592,0.915132,5.24637,1
-4.23944,6.14627,9.72651,1
-2.52337,0.109791,7.10409,1
-3.54465,5.7326,3.1186,1
-8.7678,7.8973,2.91457,1
-4.95602,2.35367,8.50357,1
-6.52739,4.4802,9.11647,1
-9.07852,5.69358,6.39276,1
-8.52151,0.614014,2.5537,1
-8.0183,4.96289,0.886658,1
-3.2773,6.42315,8.38256,1
-5.68489,2.21266,5.84719,1
-3.05596,8.37056,9.48109,1
-7.43215,9.71075,0.610289,1
-9.90241,8.46373,5.84641,1
-4.67717,5.05999,2.85108,1
-7.20608,2.78876,8.27732,1
-0.537698,7.46617,1.90986,1
-0.935567,2.3693,4.4253,1
-6.07315,9.57345,3.93412,1
-9.75145,6.2026,8.26574,1
-3.28563,6.00262,6.76871,1
-1.62829,1.72605,2.07603,1
-0.285004,0.903467,3.18105,1
-9.43067,2.55262,1.33811,1
-5.49676,8.58571,6.71463,1
-4.1753,9.11067,5.70991,1
-3.13362,6.99634,1.69767,1
-2.80567,7.25182,1.47656,1
-3.49959,2.29886,4.7608,1
-2.73085,5.76053,9.08102,1
-6.26152,8.10628,5.52175,1
-4.18418,4.03843,0.329399,1
-8.83881,9.88439,0.538629,1
-9.42346,0.899988,8.05063,1
-0.202348,3.20941,4.51375,1
-7.15176,5.11409,3.82646,1
-4.05026,0.606064,7.89644,1
-0.37839,7.25688,3.64287,1
-8.14222,5.56556,5.3235,1
-8.0696,5.2936,7.11657,1
-6.58356,8.29982,8.71477,1
-0.671021,8.58759,3.2869,1
-6.09332,7.89029,6.50118,1
-7.26783,3.17833,9.74836,1
-8.48053,4.52207,0.759674,1
-6.02891,7.52228,5.87019,1
-6.25278,1.09862,4.13886,1
-8.68885,1.09742,3.09136,1
-5.64959,2.69884,2.63834,1
-12.4123,17.1241,0.0864769,0
-10.0478,10.1667,7.2708,0
-18.1343,18.0092,3.54116,0
-12.1885,11.4251,7.80446,0
-18.042,14.7847,4.36657,0
-10.0764,12.5684,4.36555,0
-11.9774,13.6909,0.492132,0
-15.7577,16.6176,0.496319,0
-12.7114,11.6961,0.911002,0
-15.0165,12.7878,5.94037,0
-11.9101,11.9822,2.41084,0
-16.4349,11.9507,8.41369,0
-19.2676,13.2684,8.57213,0
-14.0901,18.8034,9.63612,0
-10.8981,14.711,4.889,0
-18.0623,14.0397,2.2031,0
-15.6763,11.7923,2.26209,0
-12.5084,19.6892,5.36788,0
-19.6082,14.0746,7.6211,0
-10.5368,18.4449,3.47567,0
-12.3633,16.1533,4.61232,0
-14.4118,13.7661,6.39324,0
-18.1616,18.7718,9.17336,0
-15.0205,17.8485,1.61573,0
-14.8215,14.6495,7.15635,0
-10.0576,18.1398,5.77739,0
-11.4515,18.9844,4.33299,0
-10.376,14.2924,8.84243,0
-13.2106,13.3433,3.93052,0
-15.965,15.9665,1.78975,0
-10.6502,19.0199,6.33334,0
-15.2052,17.0207,6.24001,0
-17.6821,13.7746,3.27942,0
-16.0371,17.3496,8.02965,0
-12.9492,19.541,9.99478,0
-14.4144,15.4281,9.80978,0
-12.4337,15.4011,1.27037,0
-10.0452,13.1111,2.3224,0
-10.3757,10.7123,0.236325,0
-14.6493,11.8198,6.07433,0
-10.3613,10.9299,1.10809,0
-18.8437,14.6349,4.0746,0
-19.4855,10.0933,8.84077,0
-16.9565,19.1503,5.48133,0
-14.1981,16.4274,3.69003,0
-14.6904,10.0142,2.08346,0
-10.9879,10.3039,4.40943,0
-14.5945,12.0847,9.56196,0
-15.6802,14.5497,1.24026,0
-14.5733,11.2727,4.70763,0
