0.359154,0.931899,1
-1.23685,-0.477298,1
-1.07413,-0.708377,1
-0.184049,1.5516,1
1.53849,1.73958,1
-0.151465,0.193453,1
0.388104,0.706301,1
0.226046,0.547876,1
0.494233,0.747284,1
-1.07076,-0.267742,1
0.855537,2.4064,1
1.36461,1.73985,1
-0.449159,-0.0954501,1
-1.33844,-0.992737,1
-0.752518,0.0411281,1
0.70152,1.03043,1
-1.09946,-0.0796431,1
-0.185624,0.195328,1
-0.650728,0.969846,1
-0.623284,-0.327422,1
0.571253,1.32292,1
-1.96878,-1.61512,1
0.268048,1.09944,1
-0.790479,-0.453001,1
0.428607,0.956927,1
-0.114921,0.49567,1
-2.49464,-1.97553,1
-1.8649,0.166711,1
0.862184,1.15751,1
-0.418054,-1.67678,0
-0.94346,-1.35795,0
-0.337714,-1.43862,0
0.598535,0.285814,0
0.272566,-0.147012,0
1.16971,-0.433511,0
-0.88327,-1.30655,0
1.50318,1.17936,0
1.11726,-0.448147,0
1.50669,0.992067,0
0.333752,-0.406209,0
1.63761,0.00317217,0
1.71158,0.406749,0
-0.654739,-1.2195,0
1.24423,-0.414697,0
-1.01975,-1.34275,0
1.3881,0.561198,0
0.384088,0.00582182,0
-0.714734,-1.10059,0
-0.774197,-1.76362,0
0.071,-0.5861,0
